station_id,station_name,city,metro_line_id,line_name,zone_sector,station_type,interchange_flag,num_platforms,num_entry_exit_gates,num_escalators,num_lifts,num_ticket_counters,num_afc_gates,platform_capacity,concourse_area_sqm,max_safe_occupancy,nearby_poi_count,poi_category,connecting_transport_modes,station_tier,time_slot,day_of_week,is_weekend,direction,platform_id,entry_count,exit_count,transfer_count,avg_dwell_time,queue_length_at_gate,train_arrivals_in_slot,train_headway_minutes,train_capacity,train_load_factor,afc_smart_card_taps,qr_ticket_taps,token_sales_count,historical_avg_footfall,historical_peak_footfall,historical_std_dev,is_holiday,holiday_type,is_festival,festival_name,school_college_session_flag,office_hours_flag,weather_condition,temperature,rainfall_mm,aqi_index,special_event_flag,event_type,event_distance_km,expected_event_attendance,strike_or_disruption_flag,service_alert_active,current_train_frequency,scheduled_train_frequency,platform_congestion_flag,hour,minute,day,month,year,day_of_week_number,peak_period
HYD013,Nampally,Hyderabad,L_RED,Red,Central,Regular,0,3,15,4,2,6,18,2209,994,2540,17,Office,Metro;Bus,Tier-1,09-10,Tuesday,0,Outbound,HYD013-P1,2307,2498,119,2.76,14,11,5.5,1500,0.2,1282,254,126,2346,3167,375,0,Unknown,0,Unknown,0,1,Light Rain,33.1,5.3,195,0,Unknown,0.0,0,0,0,5.91,8,0,9,0,7,7,2026,1,Morning Peak
LKO018,Lekhraj Market,Lucknow,L_RED,Red,Central,Regular,0,4,7,6,2,13,10,2172,977,2497,24,Transit Hub,Metro;Bus,Tier-1,09-10,Tuesday,0,Inbound,LKO018-P1,1647,1258,95,4.24,16,7,8.6,2200,0.2,987,246,141,1578,2130,252,0,Unknown,0,Unknown,0,1,Light Rain,29.9,13.9,148,0,Unknown,0.0,0,0,0,6.06,8,0,9,0,7,7,2026,1,Morning Peak
KOL016,Howrah Maidan,Kolkata,L_GREEN,Green,Central,Regular,0,3,17,2,4,4,10,2377,1069,2733,5,Residential,Metro;Rail;Bus,Tier-1,09-10,Tuesday,0,Inbound,KOL016-P1,3349,2819,181,3.81,23,12,5.0,1200,0.245,2059,437,136,2791,3767,446,0,Unknown,0,Unknown,0,1,Rain,34.9,11.5,113,0,Unknown,0.0,0,0,0,7.25,8,0,9,0,7,7,2026,1,Morning Peak
KOC016,Maharaja's College,Kochi,L_LINE_1,Line 1,Central,Regular,0,3,9,2,5,12,8,2339,1052,2689,12,Commercial,Metro;Cab;Bus,Tier-1,09-10,Tuesday,0,Outbound,KOC016-P1,1700,1361,94,4.33,3,7,8.6,1500,0.2,1096,241,76,1569,2118,251,0,Unknown,0,Unknown,0,1,Rain,23.1,5.5,207,0,Unknown,0.0,0,0,0,9.31,8,0,9,0,7,7,2026,1,Morning Peak
PUN018,Garware College,Pune,L_LINE_2,Line 2,Central,Regular,0,4,13,7,4,7,19,2405,1082,2765,25,Transit Hub,Metro;Bus,Tier-1,09-10,Tuesday,0,Outbound,PUN018-P1,2193,2263,105,6.57,9,6,10.0,2200,0.2,1423,245,188,2420,3267,387,0,Unknown,0,Unknown,0,1,Rain,33.2,6.6,131,0,Unknown,0.0,0,0,0,8.12,8,0,9,0,7,7,2026,1,Morning Peak
KOC008,Pathadipalam,Kochi,L_LINE_1,Line 1,Central,Regular,0,3,15,5,3,12,25,1911,859,2197,13,Commercial,Metro;Auto;Bus,Tier-2,09-10,Tuesday,0,Inbound,KOC008-P1,1517,1297,81,1.72,5,6,10.0,1200,0.222,1047,258,124,1282,1730,205,0,Unknown,0,Unknown,0,1,Rain,27.7,11.6,76,0,Unknown,0.0,0,0,0,7.08,8,0,9,0,7,7,2026,1,Morning Peak
KOL006,Shyambazar,Kolkata,L_BLUE,Blue,Central,Regular,0,3,9,5,4,14,19,1736,781,1996,19,Office,Metro;Rail;Bus,Tier-3,09-10,Tuesday,0,Outbound,KOL006-P1,2069,1208,116,1.5,14,11,5.5,1800,0.2,1361,355,73,2038,2751,326,0,Unknown,0,Unknown,0,1,Clear,23.5,0.0,154,0,Unknown,0.0,0,0,0,10.02,8,1,9,0,7,7,2026,1,Morning Peak
DEL016,Noida Sector 18,Delhi,L_BLUE,Blue,Central,Regular,0,4,8,2,3,12,14,2265,1019,2604,25,Commercial,Metro;Rail;Bus,Tier-1,09-10,Tuesday,0,Outbound,DEL016-P1,3531,2796,178,2.29,8,12,5.0,2200,0.2,2478,508,229,3419,4615,547,0,Unknown,0,Unknown,0,1,Light Rain,30.2,4.7,208,0,Unknown,0.0,0,0,0,7.42,8,1,9,0,7,7,2026,1,Morning Peak
DEL003,Hauz Khas,Delhi,L_YELLOW_MAGENTA,Yellow-Magenta,Central,Interchange,1,4,11,4,2,14,24,1717,772,1974,18,Transit Hub,Metro;Cab;Bus,Tier-3,09-10,Tuesday,0,Outbound,DEL003-P1,2162,1926,391,4.26,20,7,8.6,1500,0.243,1293,275,87,2254,3042,360,0,Unknown,0,Unknown,0,1,Clear,32.5,0.0,174,0,Unknown,0.0,0,0,0,11.6,8,0,9,0,7,7,2026,1,Morning Peak
KOC010,Changampuzha Park,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,10,7,3,8,24,1781,801,2048,24,Mixed Use,Metro;Auto;Bus,Tier-3,09-10,Tuesday,0,Outbound,KOC010-P1,932,1095,61,3.53,20,7,8.6,1200,0.2,584,107,39,1194,1611,191,0,Unknown,0,Unknown,0,1,Rain,35.9,6.4,74,0,Unknown,0.0,0,0,0,7.03,8,0,9,0,7,7,2026,1,Morning Peak
HYD006,Moosapet,Hyderabad,L_RED,Red,Central,Regular,0,4,6,6,4,10,9,1643,739,1889,7,Residential,Metro;Cab;Bus,Tier-3,09-10,Tuesday,0,Inbound,HYD006-P1,2228,1241,125,6.56,6,11,5.5,2200,0.2,1562,437,186,1745,2355,279,0,Unknown,0,Unknown,0,1,Clear,31.5,0.0,66,0,Unknown,0.0,0,0,0,7.6,8,1,9,0,7,7,2026,1,Morning Peak
KOL004,Dum Dum,Kolkata,L_BLUE,Blue,Central,Regular,0,4,8,3,2,13,14,1752,788,2014,8,Mixed Use,Metro;Cab;Bus,Tier-3,09-10,Tuesday,0,Inbound,KOL004-P1,1972,2074,106,2.38,6,10,6.0,2200,0.2,1142,260,149,2057,2776,329,0,Unknown,0,Unknown,0,1,Cloudy,29.7,1.1,90,0,Unknown,0.0,0,0,0,5.95,8,0,9,0,7,7,2026,1,Morning Peak
MUM013,Borivali West,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,2,6,7,3,8,22,2039,917,2344,18,Mixed Use,Metro;Cab;Bus,Tier-2,09-10,Tuesday,0,Inbound,MUM013-P1,3221,2712,199,4.82,14,11,5.5,1500,0.207,2139,432,118,2964,4001,474,0,Unknown,0,Unknown,0,1,Clear,31.0,0.0,142,0,Unknown,0.0,0,0,0,8.43,8,0,9,0,7,7,2026,1,Morning Peak
HYD005,Balanagar,Hyderabad,L_RED,Red,Central,Regular,0,4,8,3,3,12,14,1853,833,2130,25,Mixed Use,Metro;Rail;Bus,Tier-2,09-10,Tuesday,0,Inbound,HYD005-P1,2024,1669,105,4.92,8,10,6.0,1800,0.2,1149,362,192,1968,2656,314,0,Unknown,0,Unknown,0,1,Rain,26.9,8.6,175,0,Unknown,0.0,0,0,0,7.0,8,0,9,0,7,7,2026,1,Morning Peak
BLR014,MG Road,Bengaluru,L_PURPLE,Purple,Central,Regular,0,3,13,5,2,4,22,2104,946,2419,14,Transit Hub,Metro;Cab;Bus,Tier-1,10-11,Tuesday,0,Outbound,BLR014-P1,1695,1422,91,5.16,23,7,8.6,1800,0.2,1000,312,71,1546,2087,247,0,Unknown,0,Unknown,0,1,Rain,27.3,8.5,98,0,Unknown,0.0,0,0,0,9.79,8,0,10,0,7,7,2026,1,Morning Peak
LKO006,Alambagh,Lucknow,L_RED,Red,Central,Regular,0,2,9,6,3,9,25,1669,751,1919,10,Transit Hub,Metro;Auto;Bus,Tier-3,10-11,Tuesday,0,Inbound,LKO006-P1,801,636,56,6.69,12,8,7.5,1800,0.2,480,88,62,693,935,110,0,Unknown,0,Unknown,0,1,Cloudy,30.1,0.9,120,0,Unknown,0.0,0,0,0,5.67,8,0,10,0,7,7,2026,1,Morning Peak
LKO010,Charbagh,Lucknow,L_RED,Red,Central,Regular,0,4,10,2,5,5,13,1780,801,2046,27,Transit Hub,Metro;Cab;Bus,Tier-3,10-11,Tuesday,0,Outbound,LKO010-P1,675,687,38,6.8,26,6,10.0,1800,0.2,430,73,43,739,997,118,0,Unknown,0,Unknown,0,1,Cloudy,27.0,1.0,84,0,Unknown,0.0,0,0,0,10.59,8,0,10,0,7,7,2026,1,Morning Peak
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,2,11,8,5,9,12,2080,936,2392,13,Mixed Use,Metro;Bus,Tier-1,10-11,Tuesday,0,Outbound,MUM012-P1,1451,1812,98,1.67,8,8,7.5,1500,0.2,873,179,90,1728,2332,276,0,Unknown,0,Unknown,0,1,Light Rain,29.7,11.6,136,0,Unknown,0.0,0,0,0,6.3,8,0,10,0,7,7,2026,1,Morning Peak
MUM019,Gundavali,Mumbai,L_LINE_7,Line 7,Central,Regular,0,2,13,5,3,9,23,2378,1070,2734,23,Commercial,Metro;Bus,Tier-1,10-11,Tuesday,0,Outbound,MUM019-P1,1867,1343,107,6.38,11,7,8.6,1800,0.2,1171,207,176,1975,2666,316,0,Unknown,0,Unknown,0,1,Light Rain,29.8,13.0,121,0,Unknown,0.0,0,0,0,9.34,8,0,10,0,7,7,2026,1,Morning Peak
BLR009,Hoodi,Bengaluru,L_PURPLE,Purple,Central,Regular,0,2,12,3,5,12,18,1708,768,1964,13,Transit Hub,Metro;Rail;Bus,Tier-3,10-11,Tuesday,0,Inbound,BLR009-P1,1024,911,71,2.02,13,6,10.0,2200,0.2,767,187,43,1255,1694,200,0,Unknown,0,Unknown,0,1,Light Rain,33.8,14.3,154,0,Unknown,0.0,0,0,0,10.17,8,0,10,0,7,7,2026,1,Morning Peak
PUN012,Mahatma Phule Mandai,Pune,L_LINE_1,Line 1,Central,Regular,0,3,17,7,4,14,19,1818,818,2090,22,Mixed Use,Metro;Cab;Bus,Tier-2,10-11,Tuesday,0,Outbound,PUN012-P1,884,870,48,6.8,2,9,6.7,2200,0.2,628,95,61,1045,1410,167,0,Unknown,0,Unknown,0,1,Rain,32.6,4.6,187,0,Unknown,0.0,0,0,0,9.29,8,0,10,0,7,7,2026,1,Morning Peak
BLR006,ITPL,Bengaluru,L_PURPLE,Purple,Central,Regular,0,3,12,7,5,13,24,1776,799,2042,15,Mixed Use,Metro;Bus,Tier-3,10-11,Tuesday,0,Outbound,BLR006-P1,1338,1351,70,5.84,13,7,8.6,1200,0.2,787,178,122,1305,1761,208,0,Unknown,0,Unknown,0,1,Clear,30.6,0.0,106,1,Exhibition,1.4,26347,0,0,7.86,8,0,10,0,7,7,2026,1,Morning Peak
PUN013,Swargate,Pune,L_LINE_1,Line 1,Central,Regular,0,4,9,6,4,13,19,1870,841,2150,27,Transit Hub,Metro;Rail;Bus,Tier-2,10-11,Tuesday,0,Inbound,PUN013-P1,987,825,59,2.88,1,10,6.0,1500,0.2,554,210,98,1075,1451,172,0,Unknown,0,Unknown,0,1,Clear,28.3,0.0,176,0,Unknown,0.0,0,0,0,7.9,8,0,10,0,7,7,2026,1,Morning Peak
MUM002,D. N. Nagar,Mumbai,L_LINE_1_2A,Line 1-2A,Central,Interchange,1,3,10,6,3,5,14,1822,819,2095,18,Mixed Use,Metro;Bus,Tier-3,10-11,Tuesday,0,Outbound,MUM002-P1,1481,1202,317,5.41,12,10,6.0,2200,0.2,860,287,137,1315,1775,210,0,Unknown,0,Unknown,0,1,Light Rain,28.5,4.6,160,0,Unknown,0.0,0,0,0,5.44,8,0,10,0,7,7,2026,1,Morning Peak
JAI001,Mansarovar,Jaipur,L_PINK,Pink,Central,Terminal,0,4,9,5,5,6,21,1499,674,1723,12,Commercial,Metro;Rail;Bus,Tier-3,10-11,Tuesday,0,Inbound,JAI001-P1,603,490,36,4.0,14,12,5.0,1800,0.2,350,128,38,526,710,84,0,Unknown,0,Unknown,0,1,Light Rain,24.6,14.2,72,0,Unknown,0.0,0,0,0,10.98,8,0,10,0,7,7,2026,1,Morning Peak
MUM010,Ghatkopar,Mumbai,L_LINE_1,Line 1,Central,Regular,0,3,17,8,3,4,20,1927,867,2216,11,Residential,Metro;Bus,Tier-2,10-11,Tuesday,0,Inbound,MUM010-P1,1614,1397,96,4.08,26,12,5.0,1500,0.2,1056,241,134,1601,2161,256,0,Unknown,0,Unknown,0,1,Rain,34.7,7.0,163,0,Unknown,0.0,0,0,0,7.94,8,0,10,0,7,7,2026,1,Morning Peak
JAI002,New Atish Market,Jaipur,L_PINK,Pink,Central,Regular,0,2,14,5,3,12,22,1575,708,1811,20,Transit Hub,Metro;Auto;Bus,Tier-3,10-11,Tuesday,0,Inbound,JAI002-P1,633,398,42,5.04,17,12,5.0,1500,0.2,408,79,51,553,746,88,0,Unknown,0,Unknown,0,1,Rain,27.1,14.0,185,0,Unknown,0.0,0,0,0,7.86,8,0,10,0,7,7,2026,1,Morning Peak
DEL013,Rajouri Garden,Delhi,L_BLUE_PINK,Blue-Pink,Central,Interchange,1,3,8,8,3,11,17,2258,1016,2596,13,Mixed Use,Metro;Rail;Bus,Tier-2,10-11,Tuesday,0,Inbound,DEL013-P1,1550,1751,230,3.76,18,7,8.6,2200,0.2,1083,177,112,1693,2285,270,0,Unknown,0,Unknown,0,1,Rain,26.5,2.7,200,0,Unknown,0.0,0,0,0,5.1,8,0,10,0,7,7,2026,1,Morning Peak
KOL019,Sealdah,Kolkata,L_GREEN,Green,Central,Regular,0,3,16,4,2,13,24,2492,1121,2865,3,Transit Hub,Metro;Rail;Bus,Tier-1,10-11,Tuesday,0,Outbound,KOL019-P1,1784,1393,108,3.85,16,7,8.6,1800,0.2,1148,250,77,1671,2255,267,0,Unknown,0,Unknown,0,1,Rain,30.4,5.3,137,0,Unknown,0.0,0,0,0,5.93,8,0,10,0,7,7,2026,1,Morning Peak
PUN020,PMC,Pune,L_LINE_2,Line 2,Central,Terminal,0,4,11,7,2,9,10,2465,1109,2834,10,Office,Metro;Bus,Tier-1,10-11,Tuesday,0,Outbound,PUN020-P1,1613,1211,107,3.64,8,11,5.5,2200,0.2,1201,187,71,1417,1912,226,0,Unknown,0,Unknown,0,1,Cloudy,28.3,0.3,94,0,Unknown,0.0,0,0,0,5.4,8,0,10,0,7,7,2026,1,Morning Peak
BLR020,Electronic City,Bengaluru,L_YELLOW,Yellow,Central,Terminal,0,4,14,4,5,9,20,2110,949,2426,14,Office,Metro;Bus,Tier-1,10-11,Tuesday,0,Inbound,BLR020-P1,1480,1162,105,5.44,17,9,6.7,1800,0.2,907,194,89,1550,2092,248,0,Unknown,0,Unknown,0,1,Cloudy,31.6,1.7,139,0,Unknown,0.0,0,0,0,7.43,8,0,10,0,7,7,2026,1,Morning Peak
BLR013,Trinity,Bengaluru,L_PURPLE,Purple,Central,Regular,0,2,9,3,2,10,8,2050,922,2357,16,Transit Hub,Metro;Auto;Bus,Tier-2,10-11,Tuesday,0,Outbound,BLR013-P1,1760,1229,108,2.74,24,10,6.0,2200,0.2,1034,267,94,1506,2033,240,0,Unknown,0,Unknown,0,1,Clear,31.7,0.0,69,0,Unknown,0.0,0,0,0,8.27,8,0,10,0,7,7,2026,1,Morning Peak
MUM015,Malad West,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,3,13,3,5,4,19,2110,949,2426,14,Office,Metro;Bus,Tier-1,10-11,Tuesday,0,Outbound,MUM015-P1,1538,1201,102,6.46,23,6,10.0,1500,0.2,912,156,57,1753,2366,280,0,Unknown,0,Unknown,0,1,Light Rain,29.4,1.7,143,0,Unknown,0.0,0,0,0,6.93,8,0,10,0,7,7,2026,1,Morning Peak
MUM001,Versova,Mumbai,L_LINE_1,Line 1,Central,Terminal,0,2,16,7,2,14,18,1540,693,1770,13,Commercial,Metro;Cab;Bus,Tier-3,10-11,Tuesday,0,Outbound,MUM001-P1,1416,1434,80,4.47,10,10,6.0,1500,0.2,1046,151,133,1279,1726,204,0,Unknown,0,Unknown,0,1,Light Rain,34.7,3.0,184,0,Unknown,0.0,0,0,0,5.13,8,0,10,0,7,7,2026,1,Morning Peak
LKO011,Hussainganj,Lucknow,L_RED,Red,Central,Regular,0,2,6,6,4,5,25,2087,939,2400,26,Mixed Use,Metro;Rail;Bus,Tier-1,10-11,Tuesday,0,Inbound,LKO011-P1,923,957,65,6.76,15,9,6.7,1200,0.2,516,96,77,866,1169,138,0,Unknown,0,Unknown,0,1,Cloudy,26.6,1.8,187,0,Unknown,0.0,0,0,0,6.93,8,0,10,0,7,7,2026,1,Morning Peak
CHE019,Koyambedu,Chennai,L_GREEN,Green,Central,Regular,0,3,17,8,5,4,11,2152,968,2474,27,Education,Metro;Bus,Tier-1,10-11,Tuesday,0,Inbound,CHE019-P1,1460,1500,78,2.6,21,7,8.6,2200,0.2,1019,241,49,1374,1854,219,0,Unknown,0,Unknown,0,1,Light Rain,26.8,10.4,107,0,Unknown,0.0,0,0,0,9.7,8,0,10,0,7,7,2026,1,Morning Peak
MUM013,Borivali West,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,2,6,7,3,9,22,2039,917,2344,18,Mixed Use,Metro;Cab;Bus,Tier-2,10-11,Tuesday,0,Outbound,MUM013-P1,1267,1448,79,4.08,15,8,7.5,2200,0.2,937,183,83,1694,2286,271,0,Unknown,0,Unknown,0,1,Cloudy,34.1,0.4,107,0,Unknown,0.0,0,0,0,6.8,8,0,10,0,7,7,2026,1,Morning Peak
LKO012,Sachivalaya,Lucknow,L_RED,Red,Central,Regular,0,2,8,5,3,10,10,2070,931,2380,24,Commercial,Metro;Bus,Tier-1,10-11,Tuesday,0,Outbound,LKO012-P1,781,874,49,4.02,2,6,10.0,1200,0.2,533,128,56,859,1159,137,0,Unknown,0,Unknown,0,1,Clear,33.5,0.0,190,0,Unknown,0.0,0,0,0,8.15,8,0,10,0,7,7,2026,1,Morning Peak
BLR015,Majestic,Bengaluru,L_PURPLE_GREEN,Purple-Green,Central,Interchange,1,2,8,3,2,4,21,2258,1016,2596,11,Commercial,Metro;Auto;Bus,Tier-2,10-11,Tuesday,0,Inbound,BLR015-P1,1560,1624,275,6.72,27,8,7.5,1200,0.2,910,201,94,1442,1946,230,0,Unknown,0,Unknown,0,1,Rain,35.3,6.5,179,0,Unknown,0.0,0,0,0,7.83,8,0,10,0,7,7,2026,1,Morning Peak
MUM005,Western Express Highway,Mumbai,L_LINE_1,Line 1,Central,Regular,0,3,6,6,5,10,11,1587,714,1825,17,Office,Metro;Rail;Bus,Tier-3,10-11,Tuesday,0,Outbound,MUM005-P1,1240,1174,61,4.4,12,8,7.5,2200,0.2,873,166,37,1318,1779,210,0,Unknown,0,Unknown,0,1,Light Rain,35.8,3.4,77,0,Unknown,0.0,0,0,0,6.44,8,0,10,0,7,7,2026,1,Morning Peak
BLR004,Pattandur Agrahara,Bengaluru,L_PURPLE,Purple,Central,Regular,0,4,11,6,3,8,15,1659,746,1907,14,Mixed Use,Metro;Bus,Tier-3,10-11,Tuesday,0,Inbound,BLR004-P1,1278,1057,61,2.55,24,6,10.0,1500,0.2,753,269,56,1218,1644,194,0,Unknown,0,Unknown,0,1,Light Rain,27.1,1.5,121,0,Unknown,0.0,0,0,0,10.56,8,0,10,0,7,7,2026,1,Morning Peak
KOL020,Phoolbagan,Kolkata,L_GREEN,Green,Central,Terminal,0,4,10,5,3,9,24,2399,1079,2758,7,Commercial,Metro;Bus,Tier-1,10-11,Tuesday,0,Inbound,KOL020-P1,1412,1426,68,4.38,8,10,6.0,2200,0.2,1048,229,63,1609,2172,257,0,Unknown,0,Unknown,0,1,Cloudy,26.8,0.1,184,0,Unknown,0.0,0,0,0,7.08,8,0,10,0,7,7,2026,1,Morning Peak
BLR005,Sri Sathya Sai Hospital,Bengaluru,L_PURPLE,Purple,Central,Regular,0,4,15,4,5,13,22,1570,706,1805,25,Office,Metro;Rail;Bus,Tier-3,10-11,Tuesday,0,Outbound,BLR005-P1,1367,1041,94,3.26,7,6,10.0,1200,0.203,771,233,56,1153,1556,184,0,Unknown,0,Unknown,0,1,Cloudy,27.9,1.0,155,0,Unknown,0.0,0,0,0,10.97,8,0,10,0,7,7,2026,1,Morning Peak
BLR019,RV Road,Bengaluru,L_GREEN_YELLOW,Green-Yellow,Central,Interchange,1,2,12,4,3,5,16,2427,1092,2791,15,Office,Metro;Auto;Bus,Tier-1,10-11,Tuesday,0,Inbound,BLR019-P1,1548,1283,264,2.82,24,11,5.5,2200,0.2,1028,333,143,1551,2093,248,0,Unknown,0,Unknown,0,1,Cloudy,25.0,1.6,94,0,Unknown,0.0,0,0,0,7.69,8,0,10,0,7,7,2026,1,Morning Peak
CHE017,Nehru Park,Chennai,L_GREEN,Green,Central,Regular,0,4,8,4,3,8,23,2128,957,2447,12,Education,Metro;Auto;Bus,Tier-1,10-11,Tuesday,0,Inbound,CHE017-P1,1382,1394,96,5.72,25,8,7.5,1200,0.2,783,176,88,1359,1834,217,0,Unknown,0,Unknown,0,1,Light Rain,30.0,3.4,194,0,Unknown,0.0,0,0,0,8.58,8,0,10,0,7,7,2026,1,Morning Peak
PUN014,Vanaz,Pune,L_LINE_2,Line 2,Central,Regular,0,3,13,4,5,4,23,1926,866,2214,7,Office,Metro;Bus,Tier-2,10-11,Tuesday,0,Outbound,PUN014-P1,1010,873,66,4.77,6,7,8.6,1800,0.2,559,152,66,1107,1494,177,0,Unknown,0,Unknown,0,1,Light Rain,23.6,12.5,77,0,Unknown,0.0,0,0,0,6.01,8,0,10,0,7,7,2026,1,Morning Peak
KOL016,Howrah Maidan,Kolkata,L_GREEN,Green,Central,Regular,0,3,17,2,4,5,10,2377,1069,2733,5,Residential,Metro;Rail;Bus,Tier-1,10-11,Tuesday,0,Outbound,KOL016-P1,1691,1285,119,4.52,6,12,5.0,1800,0.2,979,251,79,1595,2153,255,0,Unknown,0,Unknown,0,1,Light Rain,23.7,14.2,186,0,Unknown,0.0,0,0,0,7.51,8,0,10,0,7,7,2026,1,Morning Peak
CHE018,Kilpauk,Chennai,L_GREEN,Green,Central,Regular,0,4,8,8,4,14,19,2350,1057,2702,4,Transit Hub,Metro;Auto;Bus,Tier-1,10-11,Tuesday,0,Outbound,CHE018-P1,1127,1436,62,4.79,14,8,7.5,1200,0.2,815,239,98,1501,2026,240,0,Unknown,0,Unknown,0,1,Rain,24.8,5.2,92,0,Unknown,0.0,0,0,0,8.61,8,0,10,0,7,7,2026,1,Morning Peak
LKO013,Hazratganj,Lucknow,L_RED,Red,Central,Regular,0,4,7,5,3,6,13,1911,859,2197,7,Office,Metro;Auto;Bus,Tier-2,10-11,Tuesday,0,Inbound,LKO013-P1,906,689,60,5.17,11,11,5.5,2200,0.2,666,138,66,793,1070,126,0,Unknown,0,Unknown,0,1,Light Rain,29.0,2.4,110,0,Unknown,0.0,0,0,0,9.95,8,0,10,0,7,7,2026,1,Morning Peak
DEL009,Dwarka Sector 21,Delhi,L_BLUE_AIRPORT_EXPRESS,Blue-Airport Express,Central,Interchange,1,4,10,2,2,10,15,2279,1025,2620,23,Commercial,Metro;Auto;Bus,Tier-2,10-11,Tuesday,0,Inbound,DEL009-P1,1718,1402,303,3.21,20,10,6.0,1500,0.2,1245,178,138,1709,2307,273,0,Unknown,0,Unknown,0,1,Cloudy,23.6,0.5,179,0,Unknown,0.0,0,0,0,8.39,8,0,10,0,7,7,2026,1,Morning Peak
DEL011,Rohini East,Delhi,L_RED,Red,Central,Regular,0,3,14,6,4,11,11,1989,895,2287,16,Education,Metro;Rail;Bus,Tier-2,10-11,Tuesday,0,Outbound,DEL011-P1,1886,1411,130,3.06,7,6,10.0,1200,0.28,1337,272,117,1716,2316,274,0,Unknown,0,Unknown,0,1,Rain,24.4,14.4,207,0,Unknown,0.0,0,0,0,10.03,8,0,10,0,7,7,2026,1,Morning Peak
MUM016,Goregaon West,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,2,15,2,2,9,9,1962,882,2256,14,Education,Metro;Cab;Bus,Tier-2,10-11,Tuesday,0,Inbound,MUM016-P1,1587,1499,101,3.62,13,7,8.6,1800,0.2,1187,183,110,1629,2199,260,0,Unknown,0,Unknown,0,1,Rain,30.2,14.6,137,0,Unknown,0.0,0,0,0,8.46,8,0,10,0,7,7,2026,1,Morning Peak
LKO005,Singar Nagar,Lucknow,L_RED,Red,Central,Regular,0,3,12,4,4,5,9,1789,805,2057,11,Transit Hub,Metro;Auto;Bus,Tier-3,10-11,Tuesday,0,Inbound,LKO005-P1,500,839,35,6.95,25,9,6.7,1200,0.2,293,99,39,743,1003,118,0,Unknown,0,Unknown,0,1,Cloudy,35.4,0.1,130,0,Unknown,0.0,0,0,0,9.14,8,0,10,0,7,7,2026,1,Morning Peak
CHE014,LIC,Chennai,L_BLUE,Blue,Central,Regular,0,4,11,6,3,13,16,2292,1031,2635,19,Residential,Metro;Bus,Tier-1,10-11,Tuesday,0,Outbound,CHE014-P1,1660,1391,100,4.04,12,10,6.0,1200,0.2,1006,311,70,1464,1976,234,0,Unknown,0,Unknown,0,1,Cloudy,28.0,0.7,169,0,Unknown,0.0,0,0,0,8.0,8,0,10,0,7,7,2026,1,Morning Peak
LKO009,Durgapuri,Lucknow,L_RED,Red,Central,Regular,0,2,12,6,5,8,8,1890,850,2173,26,Transit Hub,Metro;Bus,Tier-2,10-11,Tuesday,0,Inbound,LKO009-P1,686,621,35,6.5,7,8,7.5,1500,0.2,458,86,38,784,1058,125,0,Unknown,0,Unknown,0,1,Rain,30.6,6.9,177,0,Unknown,0.0,0,0,0,6.79,8,0,10,0,7,7,2026,1,Morning Peak
BLR011,Baiyappanahalli,Bengaluru,L_PURPLE,Purple,Central,Regular,0,2,8,3,3,6,8,1783,802,2050,3,Education,Metro;Auto;Bus,Tier-3,10-11,Tuesday,0,Outbound,BLR011-P1,1405,1081,72,1.78,21,12,5.0,1800,0.2,988,219,106,1310,1768,209,0,Unknown,0,Unknown,0,1,Light Rain,29.6,9.4,115,0,Unknown,0.0,0,0,0,6.72,8,0,10,0,7,7,2026,1,Morning Peak
JAI007,Railway Station,Jaipur,L_PINK,Pink,Central,Regular,0,3,8,8,5,9,21,1663,748,1912,13,Transit Hub,Metro;Bus,Tier-3,10-11,Tuesday,0,Outbound,JAI007-P1,410,562,25,6.24,18,9,6.7,1800,0.2,244,68,14,584,788,93,0,Unknown,0,Unknown,0,1,Light Rain,35.9,4.1,176,0,Unknown,0.0,0,0,0,8.16,8,0,10,0,7,7,2026,1,Morning Peak
JAI003,Vivek Vihar,Jaipur,L_PINK,Pink,Central,Regular,0,3,12,7,4,12,15,1542,693,1773,8,Residential,Metro;Auto;Bus,Tier-3,10-11,Tuesday,0,Outbound,JAI003-P1,626,587,34,6.24,17,7,8.6,1800,0.2,430,71,39,542,731,86,0,Unknown,0,Unknown,0,1,Rain,30.2,4.9,206,0,Unknown,0.0,0,0,0,6.4,8,0,10,0,7,7,2026,1,Morning Peak
LKO018,Lekhraj Market,Lucknow,L_RED,Red,Central,Regular,0,4,7,6,2,7,10,2172,977,2497,24,Transit Hub,Metro;Bus,Tier-1,10-11,Tuesday,0,Inbound,LKO018-P1,882,889,61,4.94,3,6,10.0,1200,0.2,488,118,54,901,1216,144,0,Unknown,0,Unknown,0,1,Light Rain,33.5,8.9,160,0,Unknown,0.0,0,0,0,7.49,8,0,10,0,7,7,2026,1,Morning Peak
