station_id,station_name,city,metro_line_id,line_name,zone_sector,station_type,interchange_flag,num_platforms,num_entry_exit_gates,num_escalators,num_lifts,num_ticket_counters,num_afc_gates,platform_capacity,concourse_area_sqm,max_safe_occupancy,nearby_poi_count,poi_category,connecting_transport_modes,station_tier,date,timestamp,time_slot,day_of_week,is_weekend,direction,platform_id,entry_count,exit_count,net_flow,transfer_count,avg_dwell_time,queue_length_at_gate,train_arrivals_in_slot,train_headway_minutes,train_capacity,train_load_factor,afc_smart_card_taps,qr_ticket_taps,token_sales_count,historical_avg_footfall,historical_peak_footfall,historical_std_dev,is_holiday,holiday_type,is_festival,festival_name,school_college_session_flag,office_hours_flag,weather_condition,temperature,rainfall_mm,aqi_index,special_event_flag,event_type,event_distance_km,expected_event_attendance,strike_or_disruption_flag,service_alert_active,current_train_frequency,scheduled_train_frequency,platform_congestion_flag,next_30min_occupancy_pct,hour,minute,day,month,year,day_of_week_number,peak_period
KOL005,Belgachia,Kolkata,L_BLUE,Blue,Central,Regular,0,3,11,3,3,10,10,1859,836,2137,9,Commercial,Metro;Auto;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,KOL005-P1,2921,1999,922,146,5.58,11,6,10.0,2200,0.232,2137,351,240,2305,3111,368,0,,1,City Festival,0,0,Rain,35.1,5.4,144,0,,0.0,0,0,0,8.45,8,1,100.0,20,0,9,7,2026,3,Evening Peak
MUM003,Azad Nagar,Mumbai,L_LINE_1,Line 1,Central,Regular,0,2,11,5,2,13,15,1484,667,1706,7,Transit Hub,Metro;Rail;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,MUM003-P1,2026,2322,-296,131,5.55,12,7,8.6,1800,0.2,1272,386,135,2278,3075,364,0,,1,City Festival,0,0,Rain,34.6,1.5,131,0,,0.0,0,0,0,8.52,8,0,7.59,20,0,9,7,2026,3,Evening Peak
DEL001,Rajiv Chowk,Delhi,L_YELLOW_BLUE,Yellow-Blue,Central,Interchange,1,2,10,3,2,4,10,1827,822,2101,15,Office,Metro;Cab;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,DEL001-P1,2870,2129,741,495,4.81,0,7,8.6,1200,0.401,2029,505,204,2532,3418,405,0,,1,City Festival,0,0,Rain,27.1,8.4,67,0,,0.0,0,0,0,7.91,8,1,92.59,20,0,9,7,2026,3,Evening Peak
LKO018,Lekhraj Market,Lucknow,L_RED,Red,Central,Regular,0,4,7,6,2,7,10,2172,977,2497,24,Transit Hub,Metro;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,LKO018-P1,1444,1702,-258,70,3.67,14,10,6.0,1200,0.2,846,273,103,1666,2249,266,0,,1,City Festival,0,0,Light Rain,35.4,12.8,80,0,,0.0,0,0,0,7.75,8,0,6.52,20,0,9,7,2026,3,Evening Peak
KOL017,Howrah,Kolkata,L_GREEN,Green,Central,Regular,0,3,17,6,2,8,10,2207,993,2538,4,Commercial,Metro;Cab;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,KOL017-P1,3145,1491,1654,199,4.26,16,8,7.5,1200,0.348,1860,424,257,2736,3693,437,0,,1,City Festival,0,0,Light Rain,29.7,7.0,165,0,,0.0,0,0,0,8.23,8,1,100.0,20,0,9,7,2026,3,Evening Peak
PUN014,Vanaz,Pune,L_LINE_2,Line 2,Central,Regular,0,3,13,4,5,13,23,1926,866,2214,7,Office,Metro;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,PUN014-P1,2234,1827,407,136,4.09,12,7,8.6,2200,0.2,1520,323,187,2046,2762,327,0,,1,City Festival,0,0,Light Rain,32.8,10.0,127,0,,0.0,0,0,0,8.94,8,0,72.69,20,0,9,7,2026,3,Evening Peak
KOL008,Mahatma Gandhi Road,Kolkata,L_BLUE,Blue,Central,Regular,0,4,15,5,3,8,10,1940,873,2231,24,Mixed Use,Metro;Auto;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,KOL008-P1,2918,1682,1236,143,1.71,6,6,10.0,1200,0.425,1956,586,152,2405,3246,384,0,,1,City Festival,0,0,Light Rain,27.4,13.2,141,0,,0.0,0,0,0,10.83,8,1,100.0,20,0,9,7,2026,3,Evening Peak
PUN012,Mahatma Phule Mandai,Pune,L_LINE_1,Line 1,Central,Regular,0,3,17,7,4,6,19,1818,818,2090,22,Mixed Use,Metro;Cab;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,PUN012-P1,1360,1224,136,67,5.55,34,9,6.7,1200,0.2,946,266,89,1932,2608,309,0,,1,City Festival,0,0,Clear,27.1,0.0,148,0,,0.0,0,1,1,6.55,8,0,34.22,20,0,9,7,2026,3,Evening Peak
CHE011,Teynampet,Chennai,L_BLUE,Blue,Central,Regular,0,3,14,3,5,8,21,1915,861,2202,9,Mixed Use,Metro;Cab;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,CHE011-P1,2354,2140,214,118,5.16,13,6,10.0,1500,0.275,1450,414,193,2261,3052,361,0,,1,City Festival,0,0,Light Rain,28.3,11.8,55,0,,0.0,0,0,0,8.13,8,0,47.53,20,0,9,7,2026,3,Evening Peak
KOL020,Phoolbagan,Kolkata,L_GREEN,Green,Central,Terminal,0,4,10,5,3,4,24,2399,1079,2758,7,Commercial,Metro;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,KOL020-P1,3264,2804,460,159,6.55,16,10,6.0,1200,0.285,1864,510,152,2974,4014,475,0,,1,City Festival,0,0,Rain,34.5,8.6,132,0,,0.0,0,0,0,8.0,8,0,66.04,20,0,9,7,2026,3,Evening Peak
KOL018,Mahakaran,Kolkata,L_GREEN,Green,Central,Regular,0,2,14,4,5,14,11,2168,975,2493,20,Office,Metro;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,KOL018-P1,2786,3167,-381,197,6.36,11,11,5.5,1800,0.2,1706,319,233,2688,3628,430,0,,1,City Festival,0,0,Cloudy,33.2,1.8,90,0,,0.0,0,0,0,8.1,8,0,4.02,20,0,9,7,2026,3,Evening Peak
PUN013,Swargate,Pune,L_LINE_1,Line 1,Central,Regular,0,4,9,6,4,7,19,1870,841,2150,27,Transit Hub,Metro;Rail;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,PUN013-P1,1565,1717,-152,95,4.58,18,7,8.6,1800,0.2,1074,222,80,1987,2682,317,0,,1,City Festival,0,0,Cloudy,25.9,1.1,133,0,,0.0,0,0,0,9.76,8,0,15.62,20,0,9,7,2026,3,Evening Peak
BLR020,Electronic City,Bengaluru,L_YELLOW,Yellow,Central,Terminal,0,4,14,4,5,12,20,2110,949,2426,14,Office,Metro;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,BLR020-P1,1454,1797,-343,99,4.23,18,10,6.0,2200,0.2,947,306,77,2865,3867,458,0,,1,City Festival,0,0,Rain,29.2,5.3,105,0,,0.0,0,1,1,9.54,8,0,0.0,20,0,9,7,2026,3,Evening Peak
HYD003,KPHB Colony,Hyderabad,L_RED,Red,Central,Regular,0,2,7,8,3,5,9,1470,661,1690,21,Education,Metro;Auto;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,HYD003-P1,1203,1629,-426,70,6.03,5,7,8.6,1500,0.2,784,180,69,1648,2224,263,0,,1,City Festival,0,0,Light Rain,32.8,14.3,93,0,,0.0,0,0,0,7.38,8,0,4.25,20,0,9,7,2026,3,Evening Peak
CHE015,Government Estate,Chennai,L_BLUE,Blue,Central,Regular,0,2,17,7,5,12,10,2008,903,2309,6,Residential,Metro;Cab;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,CHE015-P1,2539,1888,651,180,6.34,7,6,10.0,2200,0.206,1856,372,192,2371,3200,379,0,,1,City Festival,0,0,Light Rain,33.4,13.1,98,0,,0.0,0,0,0,6.91,8,1,89.32,20,0,9,7,2026,3,Evening Peak
MUM016,Goregaon West,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,2,15,2,2,11,9,1962,882,2256,14,Education,Metro;Cab;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,MUM016-P1,3679,2719,960,184,6.16,20,7,8.6,1800,0.307,2067,611,128,3011,4064,481,0,,1,City Festival,0,0,Clear,26.1,0.0,112,0,,0.0,0,0,0,6.61,8,1,100.0,20,0,9,7,2026,3,Evening Peak
HYD012,Assembly,Hyderabad,L_RED,Red,Central,Regular,0,2,15,6,3,7,17,1811,814,2082,19,Transit Hub,Metro;Rail;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,HYD012-P1,1976,1785,191,100,2.67,12,6,10.0,1800,0.2,1330,259,105,2032,2743,325,0,,1,City Festival,0,0,Rain,27.2,8.7,107,0,,0.0,0,0,0,7.97,8,0,46.87,20,0,9,7,2026,3,Evening Peak
PUN007,Bopodi,Pune,L_LINE_1,Line 1,Central,Regular,0,2,7,5,5,9,11,1610,724,1851,6,Education,Metro;Cab;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,PUN007-P1,1814,1688,126,107,6.83,23,6,10.0,1200,0.267,1357,377,96,1711,2309,273,0,,1,City Festival,0,0,Clear,25.8,0.0,164,0,,0.0,0,0,0,5.96,8,0,48.62,20,0,9,7,2026,3,Evening Peak
CHE005,Tondiarpet,Chennai,L_BLUE,Blue,Central,Regular,0,2,8,8,3,11,22,1806,812,2076,20,Residential,Metro;Auto;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,CHE005-P1,1980,2395,-415,99,6.33,6,6,10.0,1800,0.2,1357,351,162,2132,2878,341,0,,1,City Festival,0,0,Rain,29.9,7.2,103,0,,0.0,0,0,0,5.68,8,0,4.6,20,0,9,7,2026,3,Evening Peak
HYD004,Kukatpally,Hyderabad,L_RED,Red,Central,Regular,0,3,7,2,4,11,16,1500,675,1724,4,Transit Hub,Metro;Auto;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,HYD004-P1,1964,1407,557,113,3.98,11,10,6.0,1800,0.2,1101,341,142,1682,2270,269,0,,1,City Festival,0,0,Cloudy,35.9,1.3,209,0,,0.0,0,0,0,9.87,8,1,85.12,20,0,9,7,2026,3,Evening Peak
KOC018,Kadavanthra,Kochi,L_LINE_1,Line 1,Central,Regular,0,2,16,8,4,6,19,2407,1083,2768,24,Transit Hub,Metro;Rail;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,KOC018-P1,1687,1728,-41,85,6.67,10,7,8.6,1800,0.2,1102,174,111,1705,2301,272,0,,1,City Festival,0,0,Rain,33.9,6.7,98,0,,0.0,0,0,0,5.69,8,0,14.06,20,0,9,7,2026,3,Evening Peak
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,Central,Interchange,1,2,11,7,3,11,18,2029,913,2333,9,Mixed Use,Metro;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,MUM011-P1,2317,2831,-514,442,3.71,9,12,5.0,1800,0.2,1459,471,224,2709,3657,433,0,,1,City Festival,0,0,Light Rain,35.8,7.1,61,0,,0.0,0,0,0,10.08,8,0,4.32,20,0,9,7,2026,3,Evening Peak
CHE017,Nehru Park,Chennai,L_GREEN,Green,Central,Regular,0,4,8,4,3,13,23,2128,957,2447,12,Education,Metro;Auto;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,CHE017-P1,2525,2818,-293,175,3.65,26,9,6.7,1200,0.25,1706,339,122,2512,3391,401,0,,1,City Festival,0,0,Rain,24.8,12.5,193,0,,0.0,0,0,0,8.12,8,0,2.29,20,0,9,7,2026,3,Evening Peak
HYD013,Nampally,Hyderabad,L_RED,Red,Central,Regular,0,3,15,4,2,12,18,2209,994,2540,17,Office,Metro;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,HYD013-P1,1573,1894,-321,78,3.28,24,7,8.6,1200,0.2,887,282,71,2478,3345,396,0,,1,City Festival,0,0,Rain,33.8,11.5,104,0,,0.0,0,0,0,8.93,8,0,8.38,20,0,9,7,2026,3,Evening Peak
DEL007,Central Secretariat,Delhi,L_YELLOW_VIOLET,Yellow-Violet,Central,Interchange,1,2,15,4,5,4,10,1953,878,2245,17,Residential,Metro;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,DEL007-P1,2685,2517,168,416,4.42,15,7,8.6,1200,0.369,1574,313,165,2706,3653,432,0,,1,City Festival,0,0,Rain,25.2,6.3,186,0,,0.0,0,0,0,10.34,8,0,52.82,20,0,9,7,2026,3,Evening Peak
LKO020,Indira Nagar,Lucknow,L_RED,Red,Central,Terminal,0,3,7,3,4,5,12,2122,954,2440,8,Mixed Use,Metro;Rail;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,LKO020-P1,1897,1623,274,103,6.16,3,7,8.6,2200,0.2,1256,400,103,1629,2199,260,0,,1,City Festival,0,0,Light Rain,32.1,14.4,201,0,,0.0,0,0,0,6.0,8,0,42.59,20,0,9,7,2026,3,Evening Peak
DEL016,Noida Sector 18,Delhi,L_BLUE,Blue,Central,Regular,0,4,8,2,3,4,14,2265,1019,2604,25,Commercial,Metro;Rail;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,DEL016-P1,3827,3673,154,265,6.55,21,10,6.0,1200,0.341,2538,625,355,3610,4873,577,0,,1,City Festival,0,0,Cloudy,27.6,1.3,101,0,,0.0,0,0,0,7.14,8,0,32.24,20,0,9,7,2026,3,Evening Peak
KOC017,Ernakulam South,Kochi,L_LINE_1,Line 1,Central,Regular,0,4,16,5,2,9,10,2083,937,2395,17,Transit Hub,Metro;Auto;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,KOC017-P1,1621,1323,298,97,6.01,12,6,10.0,1500,0.2,1112,299,108,1475,1991,236,0,,1,City Festival,0,0,Cloudy,32.5,1.4,144,0,,0.0,0,0,0,9.35,8,0,59.59,20,0,9,7,2026,3,Evening Peak
PUN020,PMC,Pune,L_LINE_2,Line 2,Central,Terminal,0,4,11,7,2,6,10,2465,1109,2834,10,Office,Metro;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,PUN020-P1,2715,2849,-134,171,5.82,9,6,10.0,1200,0.401,1575,572,121,2620,3537,419,0,,1,City Festival,0,0,Clear,26.1,0.0,85,0,,0.0,0,0,0,7.46,8,0,16.18,20,0,9,7,2026,3,Evening Peak
KOL002,Baranagar,Kolkata,L_BLUE,Blue,Central,Regular,0,3,10,3,3,6,11,1654,744,1902,21,Commercial,Metro;Rail;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,KOL002-P1,2368,1794,574,131,2.48,10,8,7.5,1800,0.2,1538,343,96,2051,2768,328,0,,1,City Festival,0,0,Clear,35.0,0.0,135,0,,0.0,0,0,0,8.42,8,1,87.28,20,0,9,7,2026,3,Evening Peak
PUN009,Shivaji Nagar,Pune,L_LINE_1,Line 1,Central,Regular,0,3,12,7,3,14,21,1697,763,1951,17,Commercial,Metro;Cab;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,PUN009-P1,1589,1571,18,108,2.41,32,11,5.5,1500,0.2,1144,251,138,1804,2435,288,0,,1,City Festival,0,0,Light Rain,33.8,2.9,127,0,,0.0,0,0,0,6.54,8,0,19.26,20,0,9,7,2026,3,Evening Peak
JAI004,Shyam Nagar,Jaipur,L_PINK,Pink,Central,Regular,0,2,12,4,3,13,11,1732,779,1991,13,Office,Metro;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,JAI004-P1,1152,1058,94,57,5.57,24,10,6.0,1500,0.2,655,167,39,1124,1517,179,0,,1,City Festival,0,0,Rain,29.6,14.4,189,0,,0.0,0,0,0,8.6,8,0,34.74,20,0,9,7,2026,3,Evening Peak
CHE003,Mannadi,Chennai,L_BLUE,Blue,Central,Regular,0,4,9,7,5,4,21,1763,793,2027,26,Commercial,Metro;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,CHE003-P1,2582,1740,842,162,3.91,7,9,6.7,1800,0.2,1839,311,165,2082,2810,333,0,,1,City Festival,0,0,Light Rain,28.8,7.0,187,0,,0.0,0,0,0,7.77,8,1,100.0,20,0,9,7,2026,3,Evening Peak
MUM018,Andheri West,Mumbai,L_LINE_2A,Line 2A,Central,Regular,0,4,11,5,3,11,19,2155,969,2478,22,Education,Metro;Cab;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,MUM018-P1,3002,3306,-304,166,2.85,18,6,10.0,1200,0.44,1892,526,279,3308,4465,529,0,,1,City Festival,0,0,Cloudy,25.4,0.4,97,0,,0.0,0,0,0,8.61,8,0,8.18,20,0,9,7,2026,3,Evening Peak
MUM008,Marol Naka,Mumbai,L_LINE_1,Line 1,Central,Regular,0,4,15,2,3,10,17,1927,867,2216,20,Education,Metro;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,MUM008-P1,2883,2806,77,207,5.83,19,8,7.5,1500,0.258,1631,344,144,2958,3993,473,0,,1,City Festival,0,0,Cloudy,28.1,1.5,179,0,,0.0,0,0,0,7.22,8,0,42.4,20,0,9,7,2026,3,Evening Peak
LKO017,Badshah Nagar,Lucknow,L_RED,Red,Central,Regular,0,2,7,5,2,7,13,2054,924,2362,15,Transit Hub,Metro;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,LKO017-P1,1684,1301,383,84,5.01,22,7,8.6,1800,0.2,959,311,167,1576,2127,252,0,,1,City Festival,0,0,Cloudy,34.7,0.1,162,0,,0.0,0,0,0,8.37,8,0,56.97,20,0,9,7,2026,3,Evening Peak
BLR014,MG Road,Bengaluru,L_PURPLE,Purple,Central,Regular,0,3,13,5,2,6,22,2104,946,2419,14,Transit Hub,Metro;Cab;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,BLR014-P1,3727,2164,1563,265,2.88,19,10,6.0,1200,0.333,2697,605,370,2857,3856,457,0,,1,City Festival,0,0,Clear,25.3,0.0,146,0,,0.0,0,0,0,6.49,8,1,100.0,20,0,9,7,2026,3,Evening Peak
KOL013,Rabindra Sadan,Kolkata,L_BLUE,Blue,Central,Regular,0,3,13,5,3,8,12,2129,958,2448,20,Residential,Metro;Cab;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,KOL013-P1,2548,2519,29,166,6.09,6,8,7.5,1200,0.283,1414,459,248,2639,3562,422,0,,1,City Festival,0,0,Light Rain,31.0,14.5,199,0,,0.0,0,0,0,10.18,8,0,30.74,20,0,9,7,2026,3,Evening Peak
LKO002,Amausi,Lucknow,L_RED,Red,Central,Regular,0,3,14,4,3,8,15,1462,657,1681,5,Office,Metro;Auto;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,LKO002-P1,1018,1017,1,49,4.47,7,8,7.5,2200,0.2,704,127,33,1122,1514,179,0,,1,City Festival,0,0,Clear,28.1,0.0,79,0,,0.0,0,0,0,6.34,8,0,25.66,20,0,9,7,2026,3,Evening Peak
BLR007,Nallurhalli,Bengaluru,L_PURPLE,Purple,Central,Regular,0,4,14,3,5,8,19,1707,768,1963,26,Office,Metro;Rail;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,BLR007-P1,2110,2072,38,139,4.26,18,6,10.0,1500,0.25,1513,294,152,2318,3129,370,0,,1,City Festival,0,0,Rain,27.1,5.9,167,0,,0.0,0,0,0,7.81,8,0,40.81,20,0,9,7,2026,3,Evening Peak
JAI005,Ram Nagar,Jaipur,L_PINK,Pink,Central,Regular,0,2,9,3,4,7,18,1776,799,2042,19,Transit Hub,Metro;Cab;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,JAI005-P1,1147,1227,-80,61,1.97,10,6,10.0,1200,0.2,727,116,108,1153,1556,184,0,,1,City Festival,0,0,Rain,23.9,1.3,126,0,,0.0,0,0,0,9.63,8,0,27.4,20,0,9,7,2026,3,Evening Peak
BLR017,Yeshwanthpur,Bengaluru,L_GREEN,Green,Central,Regular,0,4,12,4,5,8,8,2121,954,2439,16,Commercial,Metro;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,BLR017-P1,3151,2412,739,192,4.36,12,6,10.0,1200,0.464,2251,369,245,2880,3888,460,0,,1,City Festival,0,0,Light Rain,25.3,12.3,104,0,,0.0,0,0,0,5.6,8,1,92.69,20,0,9,7,2026,3,Evening Peak
HYD016,Parade Grounds,Hyderabad,L_RED_BLUE,Red-Blue,Central,Interchange,1,3,12,4,2,5,24,2613,1175,3004,4,Transit Hub,Metro;Rail;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,HYD016-P1,2817,2026,791,605,5.58,26,8,7.5,1200,0.356,1868,286,193,2549,3441,407,0,,1,City Festival,0,0,Clear,25.4,0.0,174,0,,0.0,0,0,0,9.08,8,1,83.11,20,0,9,7,2026,3,Evening Peak
HYD015,Secunderabad East,Hyderabad,L_RED,Red,Central,Regular,0,3,15,6,4,11,12,2157,970,2480,27,Transit Hub,Metro;Auto;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,HYD015-P1,2403,2379,24,167,2.38,10,9,6.7,2200,0.2,1392,280,194,2419,3265,387,0,,1,City Festival,0,0,Light Rain,30.2,2.9,160,0,,0.0,0,0,0,8.54,8,0,31.63,20,0,9,7,2026,3,Evening Peak
MUM010,Ghatkopar,Mumbai,L_LINE_1,Line 1,Central,Regular,0,3,17,8,3,14,20,1927,867,2216,11,Residential,Metro;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,MUM010-P1,2992,2824,168,207,3.14,9,6,10.0,1200,0.444,1726,604,93,2959,3994,473,0,,1,City Festival,0,0,Cloudy,33.6,0.2,150,0,,0.0,0,0,0,6.32,8,0,48.48,20,0,9,7,2026,3,Evening Peak
DEL019,Saket,Delhi,L_YELLOW,Yellow,Central,Regular,0,3,7,7,3,9,12,2196,988,2525,9,Office,Metro;Cab;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,DEL019-P1,3018,3126,-108,152,1.75,8,7,8.6,1500,0.302,2175,346,231,3500,4725,560,0,,1,City Festival,0,0,Cloudy,23.6,0.6,175,0,,0.0,0,0,0,6.43,8,0,17.9,20,0,9,7,2026,3,Evening Peak
BLR008,Kundalahalli,Bengaluru,L_PURPLE,Purple,Central,Regular,0,2,6,3,4,11,14,1884,847,2166,26,Office,Metro;Cab;Bus,Tier-2,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,BLR008-P1,2725,2674,51,148,2.8,6,8,7.5,1500,0.239,1966,489,126,2558,3453,409,0,,1,City Festival,0,0,Clear,26.1,0.0,92,0,,0.0,0,0,0,7.31,8,0,28.3,20,0,9,7,2026,3,Evening Peak
PUN017,Nal Stop,Pune,L_LINE_2,Line 2,Central,Regular,0,4,13,2,5,8,14,2105,947,2420,7,Transit Hub,Metro;Cab;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,PUN017-P1,2590,2242,348,145,2.27,3,11,5.5,1500,0.2,1451,551,242,2237,3019,357,0,,1,City Festival,0,0,Light Rain,34.2,12.7,205,0,,0.0,0,0,0,10.64,8,0,50.98,20,0,9,7,2026,3,Evening Peak
CHE001,Chennai Central,Chennai,L_BLUE_GREEN,Blue-Green,Central,Interchange,1,2,11,3,4,6,9,1626,731,1869,19,Residential,Metro;Rail;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,CHE001-P1,1464,1755,-291,257,5.92,8,6,10.0,1800,0.2,1081,214,58,1670,2254,267,0,,1,City Festival,0,0,Light Rain,27.7,5.6,122,0,,0.0,0,0,0,6.28,8,0,0.0,20,0,9,7,2026,3,Evening Peak
KOL003,Noapara,Kolkata,L_BLUE,Blue,Central,Regular,0,2,9,2,4,8,8,1607,723,1848,23,Commercial,Metro;Rail;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,KOL003-P1,2150,1672,478,152,6.19,12,7,8.6,1800,0.2,1420,248,107,1992,2689,318,0,,1,City Festival,0,0,Light Rain,35.7,3.9,120,0,,0.0,0,0,0,6.75,8,0,74.43,20,0,9,7,2026,3,Evening Peak
PUN001,PCMC,Pune,L_LINE_1,Line 1,Central,Terminal,0,4,7,6,3,14,12,1533,689,1762,22,Commercial,Metro;Cab;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,PUN001-P1,1411,1496,-85,70,3.76,21,6,10.0,2200,0.2,828,286,44,1629,2199,260,0,,1,City Festival,0,0,Cloudy,26.6,0.5,73,0,,0.0,0,0,0,12.46,8,0,16.81,20,0,9,7,2026,3,Evening Peak
HYD006,Moosapet,Hyderabad,L_RED,Red,Central,Regular,0,4,6,6,4,12,9,1643,739,1889,7,Residential,Metro;Cab;Bus,Tier-3,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,HYD006-P1,1652,1838,-186,85,2.35,7,10,6.0,1800,0.2,1063,199,147,1843,2488,294,0,,1,City Festival,0,0,Cloudy,27.0,1.0,110,0,,0.0,0,0,0,7.87,8,0,7.12,20,0,9,7,2026,3,Evening Peak
KOC020,Vyttila,Kochi,L_LINE_1,Line 1,Central,Terminal,0,4,6,5,5,12,12,2542,1143,2923,19,Transit Hub,Metro;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Inbound,KOC020-P1,1824,1719,105,88,1.59,21,11,5.5,1500,0.2,1310,371,154,1801,2431,288,0,,1,City Festival,0,0,Clear,24.1,0.0,202,0,,0.0,0,0,0,8.65,8,0,33.88,20,0,9,7,2026,3,Evening Peak
HYD020,Nagole,Hyderabad,L_BLUE,Blue,Central,Terminal,0,3,14,4,4,10,11,2519,1133,2896,16,Office,Metro;Rail;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,HYD020-P1,3025,2346,679,207,2.04,2,7,8.6,2200,0.21,2234,407,212,2825,3813,452,0,,1,City Festival,0,0,Rain,25.2,11.8,58,0,,0.0,0,0,0,6.46,8,1,80.25,20,0,9,7,2026,3,Evening Peak
CHE019,Koyambedu,Chennai,L_GREEN,Green,Central,Regular,0,3,17,8,5,12,11,2152,968,2474,27,Education,Metro;Bus,Tier-1,2026-07-09,2026-07-09 20:00:00,20-21,Thursday,0,Outbound,CHE019-P1,2297,2476,-179,111,3.44,33,10,6.0,1500,0.2,1408,241,161,2540,3429,406,0,,1,City Festival,0,0,Cloudy,29.0,1.7,176,0,,0.0,0,0,0,9.4,8,0,12.69,20,0,9,7,2026,3,Evening Peak
