station_id,station_name,city,metro_line_id,line_name,timestamp,date,time_slot,day_of_week,is_weekend,entry_count,exit_count,net_flow,transfer_count,current_occupancy,occupancy_percentage,crowd_density_level,avg_dwell_time,queue_length_at_gate,avg_wait_time_platform,train_arrivals_in_slot,train_headway_minutes,train_capacity,train_load_factor,current_train_frequency,scheduled_train_frequency,platform_congestion_flag,service_alert_active,special_event_flag,event_type,weather_condition,temperature,rainfall_mm,aqi_index
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-14 21:00:00,2026-07-14,21-22,Tuesday,0,1010,1053,-43,196,459,19.67,Low,1.66,11,7.16,7,8.6,2200,0.2,10.22,8,0,0,0,,Cloudy,26.3,0.4,189
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 06:00:00,2026-07-15,06-07,Wednesday,0,848,680,168,123,983,42.13,Medium,3.58,0,1.5,7,8.6,2200,0.2,6.11,8,0,0,0,,Cloudy,33.4,1.0,195
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 07:00:00,2026-07-15,07-08,Wednesday,0,2049,1771,278,427,1044,44.75,Medium,2.44,15,5.34,7,8.6,1800,0.2,9.27,8,0,0,0,,Clear,35.3,0.0,192
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 08:00:00,2026-07-15,08-09,Wednesday,0,1990,1851,139,295,963,41.28,Medium,5.77,22,4.38,8,7.5,2200,0.2,8.83,8,0,0,0,,Light Rain,30.1,8.3,57
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 09:00:00,2026-07-15,09-10,Wednesday,0,1676,1710,-34,271,636,27.26,Low,2.81,4,7.45,8,7.5,1800,0.2,7.06,8,0,0,0,,Light Rain,24.3,12.2,77
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 10:00:00,2026-07-15,10-11,Wednesday,0,916,760,156,190,853,36.56,Medium,3.45,20,7.24,9,6.7,2200,0.2,9.68,8,0,0,0,,Clear,28.6,0.0,88
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 11:00:00,2026-07-15,11-12,Wednesday,0,1129,664,465,225,1690,72.44,High,4.23,11,2.02,10,6.0,1200,0.2,7.98,8,0,0,0,,Rain,26.1,13.4,138
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 12:00:00,2026-07-15,12-13,Wednesday,0,1157,694,463,178,1507,64.59,Medium,5.74,12,4.01,10,6.0,1500,0.2,7.74,8,0,0,0,,Rain,31.7,5.6,108
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 13:00:00,2026-07-15,13-14,Wednesday,0,1006,1057,-51,162,577,24.73,Low,5.91,20,6.94,6,10.0,1500,0.2,6.66,8,0,0,0,,Light Rain,35.4,11.2,156
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 14:00:00,2026-07-15,14-15,Wednesday,0,830,771,59,137,672,28.8,Low,3.27,10,6.27,8,7.5,1800,0.2,11.06,8,0,1,0,,Light Rain,28.5,10.1,199
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 15:00:00,2026-07-15,15-16,Wednesday,0,823,1021,-198,135,372,15.95,Low,5.84,25,3.88,7,8.6,1200,0.2,9.25,8,0,0,0,,Rain,31.7,9.0,59
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 16:00:00,2026-07-15,16-17,Wednesday,0,1744,1445,299,344,1295,55.51,Medium,2.11,15,6.26,10,6.0,1800,0.2,8.38,8,0,0,0,,Light Rain,32.3,13.6,205
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 17:00:00,2026-07-15,17-18,Wednesday,0,1447,1983,-536,246,0,0.0,Low,3.1,0,3.14,6,10.0,1500,0.2,7.67,8,0,0,0,,Rain,31.9,7.6,197
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 18:00:00,2026-07-15,18-19,Wednesday,0,1922,1604,318,366,1303,55.85,Medium,6.55,1,2.47,7,8.6,1500,0.218,12.36,8,0,0,0,,Light Rain,26.3,4.4,160
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 19:00:00,2026-07-15,19-20,Wednesday,0,2159,1228,931,383,2333,100.0,Critical,1.53,19,6.43,12,5.0,1500,0.2,9.04,8,1,0,0,,Light Rain,28.5,10.0,155
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 20:00:00,2026-07-15,20-21,Wednesday,0,2153,1543,610,403,1925,82.51,High,3.75,0,3.25,7,8.6,1200,0.304,10.15,8,1,0,0,,Light Rain,34.3,7.0,183
MUM011,Dahisar East,Mumbai,L_LINE_2A_7,Line 2A-7,2026-07-15 21:00:00,2026-07-15,21-22,Wednesday,0,661,864,-203,97,216,9.26,Low,6.36,12,3.18,11,5.5,1200,0.2,10.27,8,0,0,0,,Cloudy,26.9,1.0,187
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 06:00:00,2026-07-01,06-07,Wednesday,0,1323,1045,278,69,1134,47.41,Medium,2.23,0,7.23,8,7.5,1800,0.2,9.31,8,0,0,0,,Light Rain,26.5,5.2,157
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 07:00:00,2026-07-01,07-08,Wednesday,0,3467,2646,821,229,2392,100.0,Critical,5.72,3,4.83,7,8.6,2200,0.24,8.78,8,1,0,0,,Light Rain,29.6,2.1,75
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 08:00:00,2026-07-01,08-09,Wednesday,0,3528,3085,443,174,1827,76.38,High,5.94,3,1.95,7,8.6,1200,0.441,8.18,8,0,0,0,,Light Rain,29.5,14.1,114
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 09:00:00,2026-07-01,09-10,Wednesday,0,2690,3008,-318,144,0,0.0,Low,3.52,19,7.47,9,6.7,2200,0.2,8.71,8,0,0,0,,Light Rain,28.6,13.7,81
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 10:00:00,2026-07-01,10-11,Wednesday,0,2337,1797,540,168,1670,69.82,High,5.7,15,3.62,10,6.0,1500,0.2,10.89,8,0,0,0,,Rain,32.1,2.8,179
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 11:00:00,2026-07-01,11-12,Wednesday,0,1566,1360,206,109,1005,42.02,Medium,2.91,7,3.52,8,7.5,1800,0.2,7.38,8,0,0,0,,Clear,27.4,0.0,139
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 12:00:00,2026-07-01,12-13,Wednesday,0,1724,1487,237,121,1253,52.38,Medium,2.59,17,6.17,11,5.5,1500,0.2,8.49,8,0,0,0,,Light Rain,29.9,1.2,98
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 13:00:00,2026-07-01,13-14,Wednesday,0,1794,1502,292,112,1286,53.76,Medium,5.39,14,7.65,7,8.6,2200,0.2,10.4,8,0,0,0,,Cloudy,30.3,1.0,205
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 14:00:00,2026-07-01,14-15,Wednesday,0,2003,1483,520,96,1607,67.18,High,2.92,11,7.38,8,7.5,1500,0.2,8.02,8,0,0,0,,Light Rain,24.9,10.6,101
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 15:00:00,2026-07-01,15-16,Wednesday,0,1625,1082,543,107,1730,72.32,High,6.64,22,2.39,10,6.0,1800,0.2,7.63,8,0,0,0,,Rain,23.5,5.6,86
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 16:00:00,2026-07-01,16-17,Wednesday,0,2702,2391,311,184,1337,55.89,Medium,3.74,12,1.22,6,10.0,2200,0.219,9.41,8,0,0,0,,Clear,28.0,0.0,136
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 17:00:00,2026-07-01,17-18,Wednesday,0,2589,2887,-298,149,33,1.38,Low,6.2,22,5.21,6,10.0,1200,0.38,9.26,8,0,0,0,,Clear,24.3,0.0,134
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 18:00:00,2026-07-01,18-19,Wednesday,0,3053,2083,970,197,2392,100.0,Critical,3.61,7,4.81,10,6.0,1800,0.2,9.34,8,1,0,0,,Rain,25.5,11.3,180
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 19:00:00,2026-07-01,19-20,Wednesday,0,2576,2622,-46,165,578,24.16,Low,6.41,10,2.55,8,7.5,1800,0.2,8.87,8,0,0,0,,Cloudy,33.5,1.9,175
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 20:00:00,2026-07-01,20-21,Wednesday,0,3472,2659,813,202,2305,96.36,Critical,5.16,15,2.77,9,6.7,1200,0.34,8.78,8,1,0,0,,Light Rain,33.5,11.2,78
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-01 21:00:00,2026-07-01,21-22,Wednesday,0,1563,1140,423,85,1680,70.23,High,1.65,21,5.28,7,8.6,1800,0.2,7.75,8,0,0,0,,Light Rain,26.9,7.0,173
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 06:00:00,2026-07-02,06-07,Thursday,0,1139,1209,-70,71,472,19.73,Low,6.55,4,7.95,7,8.6,1200,0.2,7.89,8,0,0,0,,Cloudy,33.2,0.1,139
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 07:00:00,2026-07-02,07-08,Thursday,0,2653,3258,-605,157,0,0.0,Low,3.32,1,5.03,10,6.0,1200,0.234,6.73,8,0,0,0,,Rain,34.8,12.1,160
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 08:00:00,2026-07-02,08-09,Thursday,0,1963,2255,-292,99,0,0.0,Low,3.86,16,5.22,8,7.5,1800,0.2,7.63,8,0,1,0,,Cloudy,35.7,0.4,73
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 09:00:00,2026-07-02,09-10,Thursday,0,2585,2688,-103,133,395,16.51,Low,6.49,19,2.7,7,8.6,1200,0.324,7.34,8,0,0,0,,Light Rain,24.2,12.9,150
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 10:00:00,2026-07-02,10-11,Thursday,0,1839,2091,-252,120,63,2.63,Low,5.56,16,7.85,11,5.5,1500,0.2,8.38,8,0,0,0,,Cloudy,26.1,1.0,120
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 11:00:00,2026-07-02,11-12,Thursday,0,1528,1671,-143,77,331,13.84,Low,1.53,17,2.76,7,8.6,1500,0.2,7.28,8,0,0,0,,Clear,24.1,0.0,135
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 12:00:00,2026-07-02,12-13,Thursday,0,1591,1484,107,86,822,34.36,Low,5.66,0,1.85,10,6.0,2200,0.2,8.37,8,0,0,0,,Cloudy,23.6,1.4,139
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 13:00:00,2026-07-02,13-14,Thursday,0,1828,1791,37,122,776,32.44,Low,6.93,7,2.69,6,10.0,1800,0.2,9.99,8,0,0,0,,Cloudy,26.1,0.6,183
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 14:00:00,2026-07-02,14-15,Thursday,0,1382,1461,-79,79,435,18.19,Low,3.48,18,7.58,10,6.0,1200,0.2,8.4,8,0,0,0,,Light Rain,35.0,14.1,80
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 15:00:00,2026-07-02,15-16,Thursday,0,1942,1370,572,112,1955,81.73,High,6.04,17,3.67,7,8.6,2200,0.2,7.99,8,1,0,0,,Rain,35.8,4.6,121
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 16:00:00,2026-07-02,16-17,Thursday,0,3013,1674,1339,177,2392,100.0,Critical,3.53,22,1.54,9,6.7,1800,0.2,9.12,8,1,0,0,,Cloudy,30.0,0.2,90
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 17:00:00,2026-07-02,17-18,Thursday,0,2623,2532,91,162,806,33.7,Low,2.34,11,6.65,9,6.7,1200,0.258,9.04,8,0,0,0,,Clear,28.8,0.0,74
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 18:00:00,2026-07-02,18-19,Thursday,0,2426,2489,-63,138,623,26.05,Low,1.79,14,6.93,9,6.7,1500,0.2,7.59,8,0,0,0,,Rain,23.3,2.6,199
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 19:00:00,2026-07-02,19-20,Thursday,0,2606,2825,-219,133,177,7.4,Low,6.87,13,7.8,12,5.0,1500,0.2,7.95,8,0,0,0,,Cloudy,31.1,1.1,100
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 20:00:00,2026-07-02,20-21,Thursday,0,3152,2559,593,220,1906,79.68,High,2.25,0,7.39,12,5.0,1200,0.234,10.06,8,1,0,0,,Clear,29.9,0.0,58
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-02 21:00:00,2026-07-02,21-22,Thursday,0,1123,1308,-185,74,412,17.22,Low,2.56,6,7.49,12,5.0,1800,0.2,9.2,8,0,0,0,,Rain,30.8,12.1,203
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 06:00:00,2026-07-03,06-07,Friday,0,1077,1190,-113,64,333,13.92,Low,5.42,28,7.53,7,8.6,2200,0.2,7.65,8,0,0,0,,Rain,24.0,2.3,191
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 07:00:00,2026-07-03,07-08,Friday,0,3212,2741,471,214,1825,76.3,High,3.44,18,4.23,9,6.7,1800,0.211,9.52,8,0,0,0,,Clear,32.4,0.0,68
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 08:00:00,2026-07-03,08-09,Friday,0,3147,3181,-34,194,429,17.93,Low,3.48,14,1.88,11,5.5,1500,0.202,8.24,8,0,0,0,,Rain,31.3,10.7,70
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 09:00:00,2026-07-03,09-10,Friday,0,3755,2821,934,259,2392,100.0,Critical,3.07,19,3.73,7,8.6,1800,0.319,5.77,8,1,0,0,,Rain,27.9,6.4,93
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 10:00:00,2026-07-03,10-11,Friday,0,1717,1351,366,95,1526,63.8,Medium,3.63,10,1.39,8,7.5,1500,0.2,8.04,8,0,0,0,,Cloudy,35.7,1.8,132
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 11:00:00,2026-07-03,11-12,Friday,0,1365,1878,-513,89,0,0.0,Low,5.15,15,1.92,8,7.5,1200,0.2,8.88,8,0,0,0,,Light Rain,34.8,12.4,104
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 12:00:00,2026-07-03,12-13,Friday,0,1758,1568,190,87,935,39.09,Medium,6.26,18,4.46,9,6.7,2200,0.2,9.04,8,0,0,0,,Rain,23.1,6.4,149
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 13:00:00,2026-07-03,13-14,Friday,0,2101,1909,192,110,1168,48.83,Medium,6.25,19,2.31,8,7.5,2200,0.2,5.15,8,0,0,1,Exhibition,Light Rain,32.0,14.6,114
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 14:00:00,2026-07-03,14-15,Friday,0,1759,1556,203,85,961,40.18,Medium,4.75,22,4.14,8,7.5,1500,0.2,6.44,8,0,0,0,,Light Rain,34.3,9.8,186
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 15:00:00,2026-07-03,15-16,Friday,0,1818,1689,129,122,837,34.99,Low,6.31,15,1.86,8,7.5,1800,0.2,9.68,8,0,0,0,,Cloudy,28.3,0.2,79
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 16:00:00,2026-07-03,16-17,Friday,0,2885,2593,292,197,1178,49.25,Medium,5.11,24,6.45,7,8.6,1500,0.294,9.13,8,0,0,0,,Cloudy,28.9,1.6,179
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 17:00:00,2026-07-03,17-18,Friday,0,2600,2740,-140,175,429,17.93,Low,6.52,20,5.05,8,7.5,1500,0.231,6.01,8,0,0,0,,Rain,32.2,6.6,169
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 18:00:00,2026-07-03,18-19,Friday,0,2352,3248,-896,116,0,0.0,Low,4.85,19,2.19,9,6.7,1200,0.229,8.35,8,0,0,0,,Rain,27.6,2.9,197
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 19:00:00,2026-07-03,19-20,Friday,0,2750,2880,-130,190,407,17.02,Low,5.04,12,7.39,10,6.0,2200,0.2,8.94,8,0,0,0,,Light Rain,25.0,10.6,74
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 20:00:00,2026-07-03,20-21,Friday,0,2645,2611,34,165,636,26.59,Low,4.1,20,4.45,6,10.0,1800,0.26,7.96,8,0,0,0,,Clear,25.6,0.0,173
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-03 21:00:00,2026-07-03,21-22,Friday,0,1211,1120,91,60,754,31.52,Low,6.47,14,5.86,9,6.7,1200,0.2,7.83,8,0,0,0,,Cloudy,31.7,0.7,209
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 06:00:00,2026-07-04,06-07,Saturday,1,1024,854,170,54,1002,41.89,Medium,6.83,5,5.88,12,5.0,1200,0.2,6.83,8,0,0,0,,Cloudy,26.2,1.9,182
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 07:00:00,2026-07-04,07-08,Saturday,1,2075,1560,515,130,1708,71.4,High,5.87,13,3.51,8,7.5,1800,0.2,5.61,8,0,0,0,,Light Rain,29.6,9.2,158
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 08:00:00,2026-07-04,08-09,Saturday,1,1693,1702,-9,120,545,22.78,Low,5.98,4,6.78,6,10.0,1800,0.2,7.64,8,0,0,0,,Light Rain,23.5,12.3,57
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 09:00:00,2026-07-04,09-10,Saturday,1,1649,1982,-333,108,59,2.47,Low,4.71,12,3.74,6,10.0,1800,0.2,9.5,8,0,0,0,,Cloudy,27.7,0.6,116
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 10:00:00,2026-07-04,10-11,Saturday,1,1051,1160,-109,57,411,17.18,Low,3.34,17,3.02,7,8.6,1500,0.2,8.55,8,0,0,0,,Rain,28.0,6.6,148
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 11:00:00,2026-07-04,11-12,Saturday,1,1322,1023,299,78,1175,49.12,Medium,1.92,12,7.45,7,8.6,1200,0.2,9.25,8,0,0,0,,Clear,35.1,0.0,59
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 12:00:00,2026-07-04,12-13,Saturday,1,1052,1155,-103,55,587,24.54,Low,1.94,25,2.59,7,8.6,2200,0.2,8.43,8,0,0,0,,Clear,29.0,0.0,89
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 13:00:00,2026-07-04,13-14,Saturday,1,1093,1157,-64,60,426,17.81,Low,2.31,6,6.98,9,6.7,1500,0.2,8.32,8,0,0,0,,Clear,29.8,0.0,123
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 14:00:00,2026-07-04,14-15,Saturday,1,1159,941,218,56,922,38.55,Medium,4.52,3,5.07,7,8.6,2200,0.2,11.08,8,0,0,0,,Cloudy,28.6,1.1,132
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 15:00:00,2026-07-04,15-16,Saturday,1,1136,1068,68,56,798,33.36,Low,3.27,16,2.02,8,7.5,2200,0.2,7.58,8,0,0,0,,Rain,34.0,12.4,77
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 16:00:00,2026-07-04,16-17,Saturday,1,1949,2110,-161,108,418,17.47,Low,2.45,28,7.86,11,5.5,1800,0.2,11.08,8,0,0,0,,Cloudy,28.2,0.7,156
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 17:00:00,2026-07-04,17-18,Saturday,1,1700,1838,-138,98,283,11.83,Low,2.09,18,7.8,11,5.5,2200,0.2,8.45,8,0,0,0,,Cloudy,32.3,1.8,87
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 18:00:00,2026-07-04,18-19,Saturday,1,2133,1756,377,138,1297,54.22,Medium,6.25,17,1.43,7,8.6,2200,0.2,11.27,8,0,0,0,,Clear,29.0,0.0,103
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 19:00:00,2026-07-04,19-20,Saturday,1,1415,1412,3,81,521,21.78,Low,4.8,15,4.96,6,10.0,2200,0.2,6.53,8,0,1,0,,Cloudy,27.1,0.8,209
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 20:00:00,2026-07-04,20-21,Saturday,1,2588,2186,402,161,1299,54.31,Medium,2.57,12,7.96,9,6.7,1500,0.204,6.72,8,0,0,1,Exhibition,Rain,28.6,6.7,131
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-04 21:00:00,2026-07-04,21-22,Saturday,1,729,964,-235,48,0,0.0,Low,5.05,22,3.15,7,8.6,1500,0.2,8.15,8,0,0,0,,Cloudy,30.5,1.9,202
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 06:00:00,2026-07-05,06-07,Sunday,1,871,600,271,49,1262,52.76,Medium,3.66,16,6.73,11,5.5,1200,0.2,8.89,8,0,0,0,,Cloudy,33.2,1.0,68
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 07:00:00,2026-07-05,07-08,Sunday,1,2150,1959,191,138,955,39.92,Medium,4.74,18,4.51,7,8.6,1800,0.2,6.01,8,0,0,0,,Cloudy,26.6,0.6,86
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 08:00:00,2026-07-05,08-09,Sunday,1,2162,2181,-19,136,659,27.55,Low,2.65,21,1.2,6,10.0,1800,0.213,8.43,8,0,0,0,,Cloudy,31.7,0.8,164
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 09:00:00,2026-07-05,09-10,Sunday,1,1687,1625,62,104,857,35.83,Medium,5.72,9,7.66,10,6.0,1800,0.2,7.17,8,0,0,0,,Clear,31.6,0.0,99
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 10:00:00,2026-07-05,10-11,Sunday,1,1198,1177,21,64,696,29.1,Low,6.41,10,7.5,7,8.6,1500,0.2,8.93,8,0,0,0,,Clear,30.7,0.0,96
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 11:00:00,2026-07-05,11-12,Sunday,1,1169,977,192,72,948,39.63,Medium,5.65,28,5.17,8,7.5,1500,0.2,4.94,8,0,0,0,,Light Rain,27.5,5.6,112
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 12:00:00,2026-07-05,12-13,Sunday,1,1058,1375,-317,55,88,3.68,Low,1.9,16,6.06,11,5.5,1200,0.2,9.15,8,0,0,0,,Clear,27.4,0.0,140
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 13:00:00,2026-07-05,13-14,Sunday,1,1446,846,600,88,1973,82.48,High,2.05,22,5.94,7,8.6,1500,0.2,8.06,8,1,0,0,,Cloudy,29.4,1.3,123
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 14:00:00,2026-07-05,14-15,Sunday,1,1144,1106,38,64,674,28.18,Low,3.28,16,7.6,8,7.5,1200,0.2,8.91,8,0,0,0,,Light Rain,23.6,4.1,86
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 15:00:00,2026-07-05,15-16,Sunday,1,1159,981,178,63,982,41.05,Medium,4.99,25,1.53,6,10.0,1800,0.2,7.88,8,0,0,0,,Light Rain,27.9,12.1,188
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 16:00:00,2026-07-05,16-17,Sunday,1,1839,1598,241,111,1120,46.82,Medium,6.67,9,1.26,10,6.0,1800,0.2,9.44,8,0,0,0,,Cloudy,24.5,2.0,83
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 17:00:00,2026-07-05,17-18,Sunday,1,1790,1968,-178,123,171,7.15,Low,1.69,24,6.93,9,6.7,1500,0.2,8.08,8,0,0,0,,Light Rain,25.9,11.7,80
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 18:00:00,2026-07-05,18-19,Sunday,1,2042,1407,635,141,1847,77.22,High,4.88,18,7.37,9,6.7,1800,0.2,7.8,8,0,0,0,,Cloudy,35.5,1.6,179
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 19:00:00,2026-07-05,19-20,Sunday,1,2066,1625,441,127,1658,69.31,High,2.82,12,5.1,8,7.5,2200,0.2,8.91,8,0,0,0,,Clear,32.8,0.0,184
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 20:00:00,2026-07-05,20-21,Sunday,1,1145,980,165,78,1196,50.0,Medium,4.06,6,6.45,8,7.5,2200,0.2,9.63,8,0,1,0,,Cloudy,35.6,0.4,166
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-05 21:00:00,2026-07-05,21-22,Sunday,1,772,754,18,52,707,29.56,Low,1.64,22,1.48,8,7.5,1800,0.2,9.28,8,0,0,0,,Rain,31.7,13.7,207
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-06 06:00:00,2026-07-06,06-07,Monday,0,1128,893,235,76,1254,52.42,Medium,4.42,9,2.26,9,6.7,2200,0.2,5.54,8,0,0,0,,Rain,34.4,9.9,101
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-06 07:00:00,2026-07-06,07-08,Monday,0,2136,2177,-41,151,470,19.65,Low,4.6,14,1.29,8,7.5,1500,0.2,9.21,8,0,0,0,,Clear,33.3,0.0,164
MUM012,Anand Nagar,Mumbai,L_LINE_2A,Line 2A,2026-07-06 08:00:00,2026-07-06,08-09,Monday,0,1762,1884,-122,103,352,14.72,Low,4.94,25,7.39,10,6.0,2200,0.2,10.47,8,0,0,0,,Clear,23.4,0.0,66
